ra,dec,id,name,mag,bv
215.139167,-37.885278,5367,   Psi Cen,4.05,-0.03
214.938333,16.306944,5370, 20    Boo,4.86,1.23
215.654167,-58.459444,5371,HR5371,4.92,0.86
215.759167,-39.512222,5378,HR5378,4.42,-0.18
215.774167,-27.753889,5381, 51    Hya,4.77,1.31
216.534167,-45.221389,5395,   Tau1Lup,4.56,-0.15
216.545,-45.379444,5396,   Tau2Lup,4.35,0.43
216.299167,51.850833,5404, 23The Boo,4.05,0.5
217.043333,-29.491667,5407, 52    Hya,4.97,-0.07
217.050417,-2.228056,5409,105Phi Vir,4.81,0.7
218.15375,-50.456944,5425,   Sig Lup,4.42,-0.19
217.9575,30.371389,5429, 25Rho Boo,3.58,1.3
216.88125,75.696111,5430,  5    UMi,4.25,1.44
218.019583,38.308333,5435, 27Gam Boo,3.03,0.19
218.876667,-42.157778,5440,   Eta Cen,2.31,-0.19
218.67,29.745,5447, 28Sig Boo,4.46,0.36
219.471667,-49.425833,5453,   Rho Lup,4.05,-0.15
219.899583,-60.835278,5459,   Alp1Cen,-0.01,0.71
219.900417,-60.835556,5460,   Alp2Cen,1.33,0.88
220.626667,-64.975278,5463,   Alp Cir,3.19,0.24
220.4825,-47.388333,5469,   Alp Lup,2.3,-0.2
221.965,-79.044722,5470,   Alp Aps,3.83,1.43
220.49,-37.793611,5471,HR5471,4.0,-0.17
220.181667,16.418333,5475, 29Pi 1Boo,4.94,-0.03
220.287083,13.728333,5477, 30Zet Boo,4.83,
220.287083,13.728333,5478, 30Zet Boo,4.43,0.05
220.411667,8.161667,5480, 31    Boo,4.86,1.0
220.914167,-35.173611,5485,HR5485,4.05,1.35
220.765,-5.658333,5487,107Mu  Vir,3.88,0.38
221.246667,-35.191944,5489,HR5489,4.92,0.01
220.855833,26.527778,5490, 34    Boo,4.81,1.66
221.500417,-25.443056,5497, 54    Hya,4.94,0.35
221.310417,16.964444,5502, 35Omi Boo,4.6,0.98
221.246667,27.074167,5506, 36Eps Boo,2.7,0.97
221.562083,1.892778,5511,109    Vir,3.72,-0.01
222.572083,-27.960278,5526, 58    Hya,4.41,1.4
222.91,-43.575556,5528,   Omi Lup,4.32,-0.15
222.719583,-16.041667,5531,  9Alp2Lib,2.75,0.15
222.754167,-2.299167,5535, 11    Lib,4.94,0.98
222.847083,19.101111,5544, 37Xi  Boo,4.55,0.76
222.67625,74.155556,5563,  7Bet UMi,2.08,1.47
224.295833,-4.346389,5570, 16    Lib,4.49,0.32
224.632917,-43.133889,5571,   Bet Lup,2.68,-0.22
224.790417,-42.104167,5576,   Kap Cen,3.13,-0.2
225.243333,-8.518889,5586, 19Del Lib,4.92,0.0
224.395833,65.9325,5589,HR5589,4.6,1.59
225.527083,25.008056,5600, 41Ome Boo,4.81,1.5
225.725,2.091389,5601,110    Vir,4.4,1.04
225.486667,40.390556,5602, 42Bet Boo,3.5,0.97
226.0175,-25.281944,5603, 20Sig Lib,3.29,1.7
226.28,-47.051111,5605,   Pi  Lup,4.72,-0.14
226.28,-47.051111,5606,   Pi  Lup,4.82,
226.11125,26.9475,5616, 43Psi Boo,4.54,1.24
225.9475,47.654444,5618, 44    Boo,4.76,0.65
227.210833,-45.279722,5626,   Lam Lup,4.05,-0.18
226.825417,24.869167,5634, 45    Boo,4.93,0.43
227.98375,-48.737778,5646,   Kap1Lup,3.87,-0.05
228.07125,-52.099167,5649,   Zet Lup,3.41,0.92
228.20625,-44.500556,5651,HR5651,4.82,-0.17
228.055417,-19.791667,5652, 24Iot1Lib,4.54,-0.08
228.655417,-31.519167,5660,  1    Lup,4.91,0.37
229.412083,-63.610556,5666,   Eps Cir,4.86,1.25
229.378333,-58.801111,5670,   Bet Cir,4.07,0.09
229.7275,-68.679444,5671,   Gam TrA,2.89,0.0
228.875833,33.314722,5681, 49Del Boo,3.47,0.95
229.633333,-47.875,5683,   Mu  Lup,4.27,-0.08
229.251667,-9.383056,5685, 27Bet Lib,2.61,-0.11
229.457917,-30.148889,5686,  2    Lup,4.34,1.1
230.342917,-40.6475,5695,   Del Lup,3.22,-0.22
230.534583,-47.927778,5698,   Nu 1Lup,5.0,0.5
230.844583,-59.320833,5704,   Gam Cir,4.51,0.19
230.451667,-36.261389,5705,   Phi1Lup,3.56,1.54
230.670417,-44.689444,5708,   Eps Lup,3.37,-0.18
230.789167,-36.858611,5712,   Phi2Lup,4.54,-0.15
231.049583,-10.322222,5723, 31Eps Lib,4.94,0.44
231.334167,-38.733611,5724,HR5724,4.6,0.0
231.1225,37.377222,5733, 51Mu 1Boo,4.31,0.31
230.182083,71.833889,5735, 13Gam UMi,3.05,0.05
231.2325,58.966111,5744, 12Iot Dra,3.29,1.16
231.957083,29.105833,5747,  3Bet CrB,3.68,0.28
234.18,-66.316944,5771,   Eps TrA,4.11,1.17
233.785417,-41.166944,5776,   Gam Lup,2.78,-0.2
233.544583,-10.064444,5777, 37    Lib,4.62,1.01
233.2325,31.359167,5778,  4The CrB,4.14,-0.13
233.971667,-44.958611,5781,HR5781,4.54,-0.18
233.881667,-14.789444,5787, 38Gam Lib,3.91,1.01
233.700417,10.5375,5788, 13Del Ser,3.8,0.26
233.700417,10.539167,5789, 13Del Ser,3.8,0.26
233.672083,26.714722,5793,  5Alp CrB,2.23,-0.02
234.25625,-28.135,5794, 39Ups Lib,3.58,1.38
234.513333,-42.5675,5797,   Ome Lup,4.33,1.42
234.664167,-29.777778,5812, 40Tau Lib,3.66,-0.17
234.941667,-34.411944,5820,  3Psi1Lup,4.67,0.99
235.070417,-23.818056,5824, 42    Lib,4.96,1.33
235.297083,-44.661111,5825,HR5825,4.64,0.4
232.85375,77.349444,5826, 15The UMi,4.96,1.58
235.486667,-19.678889,5838, 43Kap Lib,4.74,1.57
235.670833,-34.710556,5839,  4Psi2Lup,4.75,-0.14
235.387917,19.670278,5842, 21Iot Ser,4.52,0.04
235.685833,26.295556,5849,  8Gam CrB,3.84,0.0
236.067083,6.425556,5854, 24Alp Ser,2.65,1.17
236.547083,15.421944,5867, 28Bet Ser,3.67,0.06
236.610833,7.353056,5868, 27Lam Ser,4.43,0.6
237.185,18.141667,5879, 35Kap Ser,4.09,1.62
237.405,-3.430278,5881, 32Mu  Ser,3.53,-0.04
237.739583,-33.627222,5883,  5Chi Lup,3.95,-0.04
237.744583,-25.751389,5885,  1    Sco,4.64,-0.05
237.39875,26.068333,5889, 10Del CrB,4.63,0.8
237.704167,4.477778,5892, 37Eps Ser,3.71,0.15
238.785417,-63.430556,5897,   Bet TrA,2.85,0.29
237.81625,20.977778,5899, 38Rho Ser,4.76,1.54
237.807917,35.6575,5901, 11Kap CrB,4.82,1.0
236.014583,77.794444,5903, 16Zet UMi,4.32,0.04
238.402917,-25.327222,5904,  2    Sco,4.59,-0.07
238.45625,-16.729444,5908, 46The Lib,4.15,1.02
238.16875,42.451667,5914,  1Chi Her,4.62,0.56
239.22125,-29.214167,5928,  5Rho Sco,3.88,-0.2
239.113333,15.661667,5933, 41Gam Ser,3.85,0.48
239.5475,-14.279444,5941, 48    Lib,4.88,-0.1
239.87625,-41.744444,5943,HR5943,4.99,1.0
239.712917,-26.114167,5944,  6Pi  Sco,2.89,-0.19
239.397083,26.877778,5947, 13Eps CrB,4.15,1.23
240.030417,-38.396944,5948,   Eta Lup,3.41,-0.22
240.083333,-22.621667,5953,  7Del Sco,2.32,-0.12
239.875833,25.920278,5958,HR5958,2.0,0.1
239.4475,54.749722,5960,HR5960,4.95,0.26
240.882917,-57.775278,5961,   Iot1Nor,4.63,0.24
240.80375,-49.229722,5962,   Eta Nor,4.65,0.92
240.850833,-38.6025,5967,HR5967,4.89,-0.14
240.835833,-25.865278,5969,HR5969,5.0,1.22
240.360833,29.851111,5971, 14Iot CrB,4.99,-0.07
240.57375,22.804444,5972, 44Pi  Ser,4.83,0.07
241.092083,-11.373056,5978,   Xi  Sco,4.77,0.47
241.6225,-45.173333,5980,   Del Nor,4.72,0.23
240.699583,46.036667,5982,  6Ups Her,4.76,-0.11
241.359167,-19.805556,5984,  8Bet1Sco,2.62,-0.07
241.360417,-19.801944,5985,  8Bet2Sco,4.92,-0.02
240.472083,58.565278,5986, 13The Dra,4.01,0.52
241.647917,-36.802222,5987,   The Lup,4.23,-0.17
241.701667,-20.669167,5993,  9Ome1Sco,3.96,-0.04
241.85125,-20.868611,5997, 10Ome2Sco,4.32,0.84
242.01875,17.046944,6008,  7Kap Her,5.0,0.95
242.242917,36.490833,6018, 16Tau CrB,4.76,1.01
245.086667,-78.695833,6020,   Del1Aps,4.68,1.69
242.1925,44.935,6023, 11Phi Her,4.26,-0.07
243.369583,-54.630556,6024,   Kap Nor,4.94,1.04
242.99875,-19.460556,6027, 14Nu  Sco,4.01,0.04
243.075833,-27.926389,6028, 13    Sco,4.59,-0.16
243.859583,-63.685556,6030,   Del TrA,3.85,1.11
243.0,-10.064167,6031, 15Psi Sco,4.94,0.09
243.58625,-3.694444,6056,  1Del Oph,2.74,1.58
244.25375,-50.068333,6058,   Gam1Nor,4.99,0.8
244.574583,-28.613889,6070,HR6070,4.78,0.02
244.96,-50.155556,6072,   Gam2Nor,4.02,1.08
244.580417,-4.6925,6075,  2Eps Oph,3.24,0.96
245.159167,-24.169444,6081, 19Omi Sco,4.55,0.84
245.297083,-25.592778,6084, 20Sig Sco,2.89,0.13
244.935,46.313333,6092, 22Tau Her,3.89,-0.15
245.518333,1.029167,6093, 50Sig Ser,4.82,0.34
245.48,19.153056,6095, 20Gam Her,3.75,0.27
247.117083,-70.084444,6098,   Zet TrA,4.91,0.55
248.3625,-78.897222,6102,   Gam Aps,3.89,0.91
245.524167,30.891944,6103, 19Xi  CrB,4.85,0.97
246.025833,-20.0375,6104,  4Psi Oph,4.5,1.01
246.79625,-47.555,6115,   Eps Nor,4.47,-0.07
244.37625,75.755278,6116, 21Eta UMi,4.95,0.37
246.354167,14.033333,6117, 24Ome Her,4.57,0.0
246.755833,-18.456389,6118,  7Chi Oph,4.42,0.28
246.950417,-8.371667,6129,  3Ups Oph,4.63,0.17
245.997917,61.514167,6132, 14Eta Dra,2.74,0.91
247.351667,-26.431944,6134, 21Alp Sco,0.96,1.83
247.551667,-25.115,6141, 22    Sco,4.79,-0.11
247.845417,-34.704444,6143,HR6143,4.23,-0.16
247.784583,-16.612778,6147,  8Phi Oph,4.28,0.92
247.555,21.489722,6148, 27Bet Her,2.77,0.94
247.728333,1.983889,6149, 10Lam Oph,3.82,0.01
248.034167,-21.466389,6153,  9Ome Oph,4.45,0.13
248.520833,-44.045278,6155,   Mu  Nor,4.94,0.05
248.15125,11.488056,6159, 29    Her,4.84,1.49
246.995833,68.768056,6161, 15    Dra,5.0,-0.06
250.769167,-77.5175,6163,   Bet Aps,4.24,1.06
248.970833,-28.216111,6165, 23Tau Sco,2.82,-0.25
249.09375,-35.255556,6166,HR6166,4.16,1.57
248.525833,42.436944,6168, 35Sig Her,4.2,-0.01
249.289583,-10.567222,6175, 13Zet Oph,2.56,0.02
250.393333,-17.742222,6196,HR6196,4.96,1.11
249.687083,48.928333,6200, 42    Her,4.9,1.55
250.321667,31.603056,6212, 40Zet Her,2.81,0.65
252.16625,-69.027778,6217,   Alp TrA,1.92,1.44
250.724167,38.922222,6220, 44Eta Her,3.53,0.92
250.229583,64.589167,6223, 18    Dra,4.83,1.22
252.44625,-59.041389,6229,   Eta Ara,3.76,1.57
251.324167,56.781944,6237,HR6237,4.85,0.38
252.540833,-34.293333,6241, 26Eps Sco,2.29,1.15
252.458333,-10.783056,6243, 20    Oph,4.65,0.47
252.9675,-38.0475,6247,   Mu 1Sco,3.08,-0.2
253.08375,-38.0175,6252,   Mu 2Sco,3.57,-0.21
252.309167,45.983333,6254, 52    Her,4.82,0.09
253.49875,-42.362222,6262,   Zet1Sco,4.73,0.49
253.645833,-42.361389,6271,   Zet2Sco,3.62,1.37
253.502083,10.165278,6281, 25Iot Oph,4.38,-0.08
254.655,-55.990278,6285,   Zet Ara,3.13,1.6
254.89625,-53.160556,6295,   Eps1Ara,4.06,1.45
254.417083,9.375,6299, 27Kap Oph,3.2,1.15
254.007083,65.134722,6315, 19    Dra,4.89,0.48
255.265,-4.2225,6318, 30    Oph,4.82,1.48
251.492083,82.037222,6322, 22Eps UMi,4.23,0.89
255.0725,30.926389,6324, 58Eps Her,3.92,-0.01
256.205833,-34.122778,6334,HR6334,4.87,0.26
255.7825,14.091944,6337,HR6337,4.98,1.6
256.344583,12.740833,6355, 60    Her,4.91,0.12
257.594583,-15.724722,6378, 35Eta Oph,2.43,0.06
258.038333,-43.239167,6380,   Eta Sco,3.33,0.41
257.196667,65.714722,6396, 22Zet Dra,3.17,-0.12
258.662083,14.390278,6406, 64Alp1Her,3.48,1.44
258.757917,24.839167,6410, 65Del Her,3.14,0.08
259.152917,-0.445278,6415, 41    Oph,4.73,1.14
260.4975,-67.770556,6417,   Zet Aps,4.78,1.21
258.761667,36.809167,6418, 67Pi  Her,3.16,1.44
259.33125,33.1,6431, 68    Her,4.82,-0.17
259.417917,37.291667,6436, 69    Her,4.65,0.05
260.250833,-21.112778,6445, 40Xi  Oph,4.39,0.39
260.207083,-12.846944,6446, 53Nu  Ser,4.33,0.03
260.07875,18.057222,6452,HR6452,5.0,1.62
260.5025,-24.999444,6453, 42The Oph,3.27,-0.22
261.325,-55.53,6461,   Bet Ara,2.85,1.46
261.348333,-56.3775,6462,   Gam Ara,3.34,-0.13
260.920833,37.145833,6485, 75Rho Her,4.52,-0.03
261.5925,-24.175278,6486, 44    Oph,4.17,0.28
261.83875,-29.866944,6492, 45    Oph,4.29,0.4
261.657917,-5.086667,6493,HR6493,4.54,0.39
261.62875,4.140278,6498, 49Sig Oph,4.34,1.5
262.774583,-60.683889,6500,   Del Ara,3.62,-0.1
262.690833,-37.295833,6508, 34Ups Sco,2.69,-0.22
262.960417,-49.876111,6510,   Alp Ara,2.95,-0.17
262.854167,-23.962778,6519, 51    Oph,4.81,0.0
262.684583,26.110556,6526, 76Lam Her,4.41,1.44
263.402083,-37.103889,6527, 35Lam Sco,1.63,-0.22
262.608333,52.301389,6536, 23Bet Dra,2.79,0.98
263.915,-46.505556,6537,  1Sig Ara,4.59,-0.03
264.136667,-38.635278,6546,HR6546,4.29,1.09
264.33,-42.997778,6553,   The Sco,1.87,0.4
263.044167,55.184167,6554, 24Nu 1Dra,4.88,0.26
263.066667,55.173056,6555, 25Nu 2Dra,4.87,0.28
263.73375,12.56,6556, 55Alp Oph,2.08,0.15
264.396667,-15.398611,6561, 55Xi  Ser,3.54,0.26
264.46125,-8.118889,6567, 57Mu  Oph,4.62,0.11
265.098333,-49.415556,6569,   Lam Ara,4.77,0.4
265.622083,-39.03,6580,   Kap Sco,2.41,-0.22
265.35375,-12.875278,6581, 56Omi Ser,4.26,0.08
266.433333,-64.723889,6582,   Eta Pav,3.62,1.19
264.86625,46.006389,6588, 85Iot Her,3.8,-0.18
265.8575,-21.683333,6595, 58    Oph,4.87,0.47
264.237917,68.758056,6596, 28Ome Dra,4.8,0.43
265.868333,4.567222,6603, 60Bet Oph,2.77,1.16
266.89625,-40.126944,6615,   Iot1Sco,3.03,0.51
266.89,-27.830833,6616,  3    Sgr,4.54,0.8
266.614583,27.720556,6623, 86Mu  Her,3.42,0.75
267.29375,-31.703333,6628,HR6628,4.83,-0.04
266.973333,2.707222,6629, 62Gam Oph,3.75,0.04
267.464583,-37.043333,6630,HR6630,3.21,1.17
267.546667,-40.090556,6631,   Iot2Sco,4.81,0.26
265.484583,72.148889,6636, 31Psi1Dra,4.58,0.42
269.1975,-44.342222,6675,HR6675,4.86,1.21
269.44875,-41.716111,6682,HR6682,4.88,1.65
268.382083,56.872778,6688, 32Xi  Dra,3.75,1.18
269.063333,37.250556,6695, 91The Her,3.86,1.35
269.756667,-9.773611,6698, 64Nu  Oph,3.34,0.99
269.948333,-23.816111,6700,  4    Sgr,4.76,-0.04
269.44125,29.247778,6703, 92Xi  Her,3.7,0.94
269.151667,51.488889,6705, 33Gam Dra,2.23,1.52
269.625833,30.189444,6707, 94Nu  Her,4.41,0.39
270.120833,-3.690278,6710, 57Zet Ser,4.62,0.38
270.065833,4.368611,6712, 66    Oph,4.64,-0.03
270.014167,16.750833,6713, 93    Her,4.67,1.26
270.16125,2.931667,6714, 67    Oph,3.97,0.02
270.438333,1.305278,6723, 68    Oph,4.45,0.02
270.376667,21.595556,6730, 95    Her,4.96,0.12
271.255417,-29.58,6742,   Gam1Sgr,4.69,0.78
271.657917,-50.091667,6743,   The Ara,3.66,-0.08
272.145,-63.668333,6745,   Pi  Pav,4.35,0.22
271.452083,-30.424167,6746, 10Gam2Sgr,2.99,1.0
271.36375,2.499444,6752, 70    Oph,4.03,0.86
272.020833,-28.457222,6766,HR6766,4.57,0.94
271.826667,8.733889,6770, 71    Oph,4.64,0.96
271.8375,9.563889,6771, 72    Oph,3.73,0.12
271.885833,28.7625,6779,103Omi Her,3.83,-0.03
272.8075,-45.954444,6783,   Eps Tel,4.53,1.01
272.189583,20.814444,6787,102    Her,4.36,-0.16
263.05375,86.586389,6789, 23Del UMi,4.36,0.02
271.87,43.461667,6791,HR6791,5.0,0.91
272.930833,-23.701111,6801, 11    Sgr,4.98,1.05
273.440833,-21.058889,6812, 13Mu  Sgr,3.86,0.23
272.975833,31.405278,6815,104    Her,4.97,1.65
274.406667,-36.761667,6832,   Eta Sgr,3.11,1.56
274.513333,-27.0425,6842,HR6842,4.65,1.66
275.806667,-61.493889,6855,   Xi  Pav,4.36,1.48
275.24875,-29.828056,6859, 19Del Sgr,2.7,1.38
275.217083,3.377222,6866, 74    Oph,4.86,0.91
275.074583,21.961389,6868,106    Her,4.95,1.59
275.3275,-2.898889,6869, 58Eta Ser,3.26,0.94
274.965417,36.064444,6872,  1Kap Lyr,4.33,1.17
276.042917,-34.384722,6879, 20Eps Sgr,1.85,-0.03
275.914583,-8.934167,6884,   Zet Sct,4.68,0.95
275.924583,21.769722,6895,109    Her,3.84,1.18
276.3375,-20.541667,6896, 21    Sgr,4.81,1.31
276.743333,-45.968333,6897,   Alp Tel,3.51,-0.17
277.207917,-49.070833,6905,   Zet Tel,4.13,1.02
276.9925,-25.421667,6913, 22Lam Sgr,2.81,1.04
277.843333,-62.278333,6916,   Nu  Pav,4.64,-0.11
275.189583,71.337778,6920, 43Phi Dra,4.22,-0.1
275.977083,58.800556,6923, 39    Dra,4.98,0.08
275.264167,72.732778,6927, 44Chi Dra,3.57,0.49
277.299583,-14.565833,6930,   Gam Sct,4.7,0.06
277.939167,-45.915,6934,   Del1Tel,4.96,-0.11
276.49625,65.563611,6945, 42    Dra,4.82,1.19
278.375833,-42.3125,6951,   The CrA,4.64,1.01
278.801667,-8.244167,6973,   Alp Sct,3.85,1.33
278.14375,57.045556,6978, 45    Dra,4.77,0.61
280.75875,-71.428056,6982,   Zet Pav,4.01,1.14
279.234583,38.783611,7001,  3Alp Lyr,0.03,0.0
281.362083,-64.871389,7012,HR7012,4.79,0.2
280.568333,-9.0525,7020,   Del Sct,4.72,0.35
281.080833,-35.641944,7029,HR7029,4.87,-0.18
280.880417,-8.275278,7032,   Eps Sct,4.9,1.12
281.414167,-26.990833,7039, 27Phi Sgr,3.17,-0.11
281.193333,37.605,7056,  6Zet1Lyr,4.36,0.19
281.415417,20.546389,7061,110    Her,4.19,0.46
281.79375,-4.747778,7063,   Bet Sct,4.22,1.1
281.51875,26.662222,7064,HR7064,4.83,1.2
281.755417,18.181389,7069,111    Her,4.36,0.13
283.054167,-62.1875,7074,   Lam Pav,4.22,-0.14
282.52,33.362778,7106, 10Bet Lyr,3.45,0.0
284.2375,-67.233611,7107,   Kap Pav,4.44,0.71
283.5425,-22.745,7116, 32Nu 1Sgr,4.83,1.41
283.779583,-22.671389,7120, 35Nu 2Sgr,4.99,1.33
283.81625,-26.296667,7121, 34Sig Sgr,2.02,-0.22
282.800417,59.388333,7125, 47Omi Dra,4.66,1.19
283.687083,22.645,7133,113    Her,4.59,0.78
284.615417,-52.938611,7134,   Lam Tel,4.87,-0.05
283.306667,50.708333,7137,HR7137,4.92,0.9
283.625833,36.898889,7139, 12Del2Lyr,4.3,1.68
284.055,4.203611,7141, 63The1Ser,4.62,0.17
284.060833,4.201944,7142, 63The2Ser,4.98,0.2
284.265417,-5.846111,7149,   Eta Sct,4.83,1.08
284.4325,-21.106667,7150, 37Xi 2Sgr,3.51,1.18
284.680833,-37.1075,7152,   Eps CrA,4.87,0.41
283.83375,43.946111,7157, 13    Lyr,4.04,1.59
284.905833,15.068333,7176, 13Eps Aql,4.02,1.08
284.735833,32.689444,7178, 14Gam Lyr,3.24,-0.05
283.599583,71.297222,7180, 52Ups Dra,4.82,1.15
285.77875,-42.095278,7188,   Zet CrA,4.75,-0.02
285.00375,32.145556,7192, 15Lam Lyr,4.93,1.47
285.42,-5.738889,7193, 12    Aql,4.02,1.09
285.652917,-29.880278,7194, 38Zet Sgr,2.6,0.08
286.170833,-21.741667,7217, 39Omi Sgr,3.77,1.01
286.604583,-37.063333,7226,   Gam CrA,4.93,0.52
286.604583,-37.063333,7227,   Gam CrA,4.99,0.52
286.735,-27.670556,7234, 40Tau Sgr,3.32,1.19
286.3525,13.863333,7235, 17Zet Aql,2.99,0.01
286.562083,-4.8825,7236, 16Lam Aql,3.44,-0.09
287.087083,-40.496667,7242,   Del CrA,4.59,1.09
287.367917,-37.904444,7254,   Alp CrA,4.11,0.04
287.507083,-39.340833,7259,   Bet CrA,4.11,1.2
287.440833,-21.023611,7264, 41Pi  Sgr,2.89,0.35
288.885,-25.256667,7292, 42Psi Sgr,4.85,0.56
288.439583,39.146111,7298, 20Eta Lyr,4.39,-0.15
289.40875,-18.953056,7304, 43    Sgr,4.96,1.02
289.054167,21.390278,7306,  1    Vul,4.77,-0.05
288.48,57.705,7309, 54    Dra,4.99,1.16
288.13875,67.661667,7310, 57Del Dra,3.07,1.0
289.092083,38.133611,7314, 21The Lyr,4.36,1.26
289.275833,53.368611,7328,  1Kap Cyg,3.77,0.96
290.659583,-44.458889,7337,   Bet1Sgr,4.01,-0.1
290.418333,-17.847222,7340, 44Rho1Sgr,3.93,0.22
290.431667,-15.955,7342, 46Ups Sgr,4.61,0.1
290.805,-44.799722,7343,   Bet2Sgr,4.29,0.34
290.971667,-40.616111,7348,   Alp Sgr,3.97,-0.1
288.8875,73.355556,7352, 60Tau Dra,4.45,1.25
290.167083,65.714722,7371, 58Pi  Dra,4.59,0.02
291.031667,29.621389,7372,  2    Cyg,4.97,-0.1
291.374583,3.114722,7377, 30Del Aql,3.36,0.32
291.629583,0.338611,7387, 32Nu  Aql,4.66,0.6
292.17625,24.665,7405,  6Alp Vul,4.44,1.5
292.680417,27.959722,7417,  6Bet1Cyg,3.08,1.13
292.42625,51.729722,7420, 10Iot2Cyg,3.79,0.14
293.804167,-48.099167,7424,   Iot Tel,4.9,1.09
292.942917,34.453056,7426,  8    Cyg,4.74,-0.14
293.5225,7.378889,7429, 38Mu  Aql,4.45,1.17
293.645417,19.773333,7437,  9    Vul,5.0,-0.09
294.176667,-24.883611,7440, 52    Sgr,4.6,-0.07
294.222917,-7.0275,7446, 39Kap Aql,4.95,0.0
294.180417,-1.286389,7447, 41Iot Aql,4.36,-0.08
293.09,69.661111,7462, 61Sig Dra,4.68,0.79
294.110417,50.221111,7469, 13The Cyg,4.48,0.38
294.844167,30.153333,7478, 12Phi Cyg,4.69,0.97
295.024167,18.013889,7479,  5Alp Sge,4.37,0.78
295.262083,17.476111,7488,  6Bet Sge,4.37,1.05
296.590417,-19.761111,7515, 56    Sgr,4.86,0.93
296.069167,37.354444,7517, 15    Cyg,4.89,0.95
296.565,10.613333,7525, 50Gam Aql,2.72,1.52
296.24375,45.130833,7528, 18Del Cyg,2.87,-0.03
296.606667,33.727778,7534, 17    Cyg,4.99,0.47
296.847083,18.534167,7536,  7Del Sge,3.82,1.41
297.244583,19.142222,7546,  8Zet Sge,5.0,0.1
297.695833,8.868333,7557, 53Alp Aql,0.77,0.22
297.64125,32.914167,7564,   Chi Cyg,4.23,1.82
297.767083,22.61,7565, 12    Vul,4.95,-0.14
298.118333,1.005556,7570, 55Eta Aql,3.9,0.89
298.815417,-41.868333,7581,   Iot Sgr,4.13,1.08
297.043333,70.267778,7582, 63Eps Dra,3.83,0.89
300.147917,-72.910556,7590,   Eps Pav,3.96,-0.03
298.365417,24.079722,7592, 13    Vul,4.58,-0.06
298.562083,8.461389,7595, 59Xi  Aql,4.71,1.05
298.96,-26.299444,7597, 58Ome Sgr,4.7,0.75
298.828333,6.406667,7602, 60Bet Aql,3.71,0.86
299.236667,-27.17,7604, 59    Sgr,4.52,1.46
298.965417,38.486667,7613, 22    Cyg,4.94,-0.08
299.076667,35.083333,7615, 21Eta Cyg,3.89,1.02
299.738333,-26.195556,7618, 60    Sgr,4.83,0.9
298.9075,52.438889,7619, 24Psi Cyg,4.92,0.12
299.934167,-35.276389,7623,   The1Sgr,4.37,-0.15
298.980833,58.846111,7633,HR7633,4.96,1.59
299.689167,19.492222,7635, 12Gam Sge,3.47,1.57
300.664583,-27.709722,7650, 62    Sgr,4.58,1.65
300.889583,-37.940833,7652,HR7652,4.77,1.41
300.275417,27.753611,7653, 15    Vul,4.64,0.18
301.081667,-32.056389,7659,HR7659,4.99,1.21
302.181667,-66.181944,7665,   Del Pav,3.56,0.76
301.846667,-52.880833,7673,   Xi  Tel,4.94,1.62
300.704583,67.873611,7685, 67Rho Dra,4.51,1.32
302.356667,36.839722,7708, 28    Cyg,4.93,-0.13
302.82625,-0.821389,7710, 65The Aql,3.23,-0.07
303.569167,15.1975,7724, 67Rho Aql,4.95,0.08
303.325,46.815833,7730, 30    Cyg,4.83,0.09
303.407917,46.741389,7735, 31    Cyg,3.79,1.28
303.633333,36.806389,7736, 29    Cyg,4.97,0.14
303.81625,25.591944,7739,HR7739,4.78,-0.18
303.349583,56.567778,7740, 33    Cyg,4.3,0.11
303.942083,27.814167,7744, 23    Vul,4.52,1.26
304.412083,-12.508333,7747,  5Alp1Cap,4.24,1.07
302.222083,77.711389,7750,  1Kap Cep,4.39,-0.05
303.867917,47.714444,7751, 32    Cyg,3.98,1.52
304.51375,-12.544722,7754,  6Alp2Cap,3.57,0.94
304.446667,38.033056,7763, 34    Cyg,4.81,0.42
305.165833,-12.759167,7773,  8Nu  Cap,4.76,-0.05
305.252917,-14.781389,7776,  9Bet Cap,3.08,0.79
306.412083,-56.735,7790,   Alp Pav,1.94,-0.2
305.557083,40.256667,7796, 37Gam Cyg,2.2,0.68
305.965417,32.19,7806, 39    Cyg,4.43,1.33
307.215,-17.813611,7822, 11Rho Cap,4.78,0.38
307.4125,-2.885556,7831, 69    Aql,4.91,1.15
307.34875,30.368611,7834, 41    Cyg,4.01,0.4
307.514583,48.951667,7844, 45Ome1Cyg,4.95,-0.09
308.895,-60.581667,7848,   Phi1Pav,4.76,0.28
307.395417,62.994167,7850,  2The Cep,4.22,0.2
308.303333,11.303333,7852,  2Eps Del,4.03,-0.13
309.397083,-61.53,7859,   Rho Pav,4.88,0.43
308.475833,35.250833,7866, 47    Cyg,4.61,1.6
309.391667,-47.291389,7869,   Alp Ind,3.11,1.0
308.827083,14.674167,7871,  4Zet Del,4.68,0.11
309.181667,-2.55,7873, 70    Aql,4.89,1.6
309.3875,14.595278,7882,  6Bet Del,3.63,0.44
309.584583,-1.105278,7884, 71    Aql,4.32,0.95
309.630417,21.201111,7891, 29    Vul,4.82,-0.02
309.909583,15.911944,7906,  9Alp Del,3.77,-0.06
311.239583,-66.203056,7913,   Bet Pav,3.42,0.16
311.009583,-51.921111,7920,   Eta Ind,4.51,0.27
310.357917,45.280278,7924, 50Alp Cyg,1.25,0.09
